labels 1 0 -1
-1 -1 4.2988592534652E-14 5.15863077491285E-14 0.999999999999906 
-1 -1 1.24437154941086E-12 1.49324814573206E-12 0.999999999997262 
-1 -1 2.10417627868057E-11 2.52502899161793E-11 0.999999999953708 
-1 -1 2.15702630737876E-10 2.58848995230526E-10 0.999999999525448 
-1 -1 2.45221996901671E-14 2.93744130237251E-14 0.999999999999946 
-1 -1 2.45572566562976E-14 2.93986807810692E-14 0.999999999999946 
-1 -1 2.45515099605281E-14 2.93947070740728E-14 0.999999999999946 
-1 -1 2.45249706814882E-14 2.93763335305949E-14 0.999999999999946 
-1 -1 2.45268903963602E-14 2.93776638047931E-14 0.999999999999946 
-1 -1 2.45374371526156E-14 2.93849688105523E-14 0.999999999999946 
-1 -1 2.45439878566426E-14 2.93895031214332E-14 0.999999999999946 
-1 -1 2.45687679860901E-14 2.9406635437959E-14 0.999999999999946 
-1 -1 2.4462149011684E-14 2.93326955679235E-14 0.999999999999946 
-1 -1 2.44305058103702E-14 2.93106377874515E-14 0.999999999999946 
-1 -1 2.44218391636115E-14 2.93045874258074E-14 0.999999999999946 
-1 -1 2.44195630612055E-14 2.9302997788998E-14 0.999999999999946 
-1 -1 2.44189702400523E-14 2.93025837169676E-14 0.999999999999946 
-1 -1 1.48627223227444E-12 1.78352319532189E-12 0.99999999999673 
-1 -1 1.5390034431619E-10 1.84683657607969E-10 0.999999999661416 
-1 -1 2.44559756960999E-14 2.93283963523795E-14 0.999999999999946 
-1 -1 2.449440678249E-14 2.93551284052815E-14 0.999999999999946 
-1 -1 8.38130747677772E-13 1.00489172997906E-12 0.999999999998157 
-1 -1 2.44987151272477E-14 2.93581204521624E-14 0.999999999999946 
-1 -1 2.45810526641956E-14 2.94151169033588E-14 0.999999999999946 
-1 -1 2.50069677848955E-14 2.97042930388068E-14 0.999999999999945 
-1 -1 2.5833026686504E-14 3.02376169208753E-14 0.999999999999944 
-1 -1 2.51852133535188E-14 2.98224735218687E-14 0.999999999999945 
-1 -1 2.46734152107425E-14 2.94786333523006E-14 0.999999999999946 
-1 -1 2.77774292733235E-14 3.13419162149538E-14 0.999999999999941 
-1 -1 2.99974855680622E-14 3.23153297226914E-14 0.999999999999938 
-1 -1 3.15352076289586E-14 3.2779268949167E-14 0.999999999999936 
-1 -1 3.17345425023223E-14 3.28249032630522E-14 0.999999999999935 
-1 -1 2.90487976936577E-14 3.19398652100438E-14 0.999999999999939 
-1 -1 3.33603376918415E-14 3.30509816443773E-14 0.999999999999934 
-1 -1 3.18751947038054E-14 3.2854930179485E-14 0.999999999999935 
-1 -1 3.20107021749261E-14 3.28821185084196E-14 0.999999999999935 
