<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
TRI,06/29/2011,3.7,3.7,3.7,3.7,6550
TRI,06/28/2011,3.8,3.8,3.8,3.8,20
TRI,06/27/2011,4.0,4.0,4.0,4.0,10
TRI,06/24/2011,3.9,3.9,3.9,3.9,1500
TRI,06/23/2011,3.8,3.8,3.8,3.8,70
TRI,06/22/2011,3.7,3.7,3.7,3.7,770
TRI,06/21/2011,3.8,3.8,3.8,3.8,100
TRI,06/20/2011,3.7,3.7,3.7,3.7,2270
TRI,06/17/2011,3.7,3.7,3.7,3.7,2100
TRI,06/16/2011,3.8,3.8,3.8,3.8,10000
TRI,06/15/2011,3.8,3.8,3.8,3.8,2020
TRI,06/14/2011,4.0,4.0,4.0,4.0,5000
TRI,06/13/2011,3.9,3.9,3.9,3.9,400
TRI,06/10/2011,3.8,3.8,3.8,3.8,6620
TRI,06/09/2011,3.8,3.8,3.8,3.8,4470
TRI,06/08/2011,3.9,3.9,3.9,3.9,130
TRI,06/07/2011,3.9,3.9,3.9,3.9,950
TRI,06/06/2011,3.8,3.8,3.8,3.8,1380
TRI,06/03/2011,3.9,3.9,3.9,3.9,650
TRI,06/02/2011,3.8,3.8,3.8,3.8,130
TRI,06/01/2011,3.7,3.7,3.7,3.7,6390
TRI,05/31/2011,3.7,3.7,3.7,3.7,4910
TRI,05/30/2011,3.8,3.8,3.8,3.8,150
TRI,05/27/2011,3.9,3.9,3.9,3.9,3300
TRI,05/26/2011,3.8,3.8,3.8,3.8,110
TRI,05/23/2011,3.9,3.9,3.9,3.9,10
TRI,05/20/2011,3.8,3.8,3.8,3.8,2010
TRI,05/19/2011,3.7,3.7,3.7,3.7,2020
TRI,05/18/2011,3.8,3.8,3.8,3.8,3530
TRI,05/17/2011,3.7,3.7,3.7,3.7,1000
TRI,05/16/2011,3.8,3.8,3.8,3.8,1020
TRI,05/13/2011,4.0,4.0,4.0,4.0,420
TRI,05/12/2011,4.2,4.2,4.2,4.2,10
TRI,05/11/2011,4.0,4.0,4.0,4.0,1910
TRI,05/10/2011,4.2,4.2,4.2,4.2,3640
TRI,05/09/2011,4.4,4.4,4.4,4.4,200
TRI,05/06/2011,4.2,4.2,4.2,4.2,380
TRI,05/05/2011,4.2,4.2,4.2,4.2,5790
TRI,05/04/2011,4.4,4.4,4.4,4.4,2450
TRI,04/29/2011,4.2,4.2,4.2,4.2,410
TRI,04/28/2011,4.1,4.1,4.1,4.1,3070
TRI,04/27/2011,4.0,4.0,4.0,4.0,600
TRI,04/26/2011,3.9,3.9,3.9,3.9,1300
TRI,04/25/2011,3.8,3.8,3.8,3.8,2600
TRI,04/22/2011,3.7,3.7,3.7,3.7,200
TRI,04/21/2011,3.8,3.8,3.8,3.8,1320
TRI,04/20/2011,4.0,4.0,4.0,4.0,4000
TRI,04/19/2011,3.9,3.9,3.9,3.9,1100
TRI,04/18/2011,4.1,4.1,4.1,4.1,500
TRI,04/15/2011,4.5,4.5,4.5,4.3,2000
TRI,04/14/2011,4.5,4.5,4.5,4.5,10
TRI,04/13/2011,4.6,4.5,4.5,4.5,300
TRI,04/08/2011,4.4,4.6,4.6,4.6,110
TRI,04/07/2011,4.3,4.4,4.4,4.4,40
TRI,04/06/2011,4.3,4.3,4.3,4.3,590
TRI,04/05/2011,4.5,4.3,4.3,4.3,5890
TRI,04/04/2011,4.6,4.5,4.5,4.5,600
TRI,04/01/2011,4.8,4.6,4.6,4.6,1400
TRI,03/31/2011,4.8,4.8,4.8,4.8,4540
TRI,03/30/2011,4.7,4.8,4.8,4.8,40
TRI,03/29/2011,4.5,4.7,4.7,4.7,1760
TRI,03/28/2011,4.3,4.5,4.5,4.5,3410
TRI,03/25/2011,4.4,4.3,4.3,4.3,2000
TRI,03/24/2011,4.5,4.4,4.4,4.4,840
TRI,03/23/2011,4.6,4.5,4.5,4.5,860
TRI,03/22/2011,4.4,4.6,4.6,4.6,30
TRI,03/21/2011,4.5,4.4,4.4,4.4,3500
TRI,03/18/2011,4.3,4.5,4.5,4.5,3600
TRI,03/17/2011,4.5,4.3,4.3,4.3,3880
TRI,03/16/2011,4.7,4.5,4.5,4.5,4850
TRI,03/15/2011,4.9,4.7,4.7,4.7,1160
TRI,03/14/2011,4.9,4.9,4.9,4.9,8050
TRI,03/11/2011,4.7,4.9,4.9,4.9,6890
TRI,03/10/2011,4.5,4.7,4.7,4.7,4070
TRI,03/09/2011,4.3,4.5,4.5,4.5,5740
TRI,03/08/2011,4.1,4.3,4.3,4.3,20
TRI,03/07/2011,4.2,4.1,4.1,4.1,2000
TRI,03/04/2011,4.4,4.2,4.2,4.2,2940
TRI,03/03/2011,4.6,4.4,4.4,4.4,4030
TRI,03/02/2011,4.8,4.6,4.6,4.6,310
TRI,03/01/2011,4.7,4.8,4.8,4.8,60
TRI,02/28/2011,4.5,4.7,4.7,4.7,2500
TRI,02/25/2011,4.7,4.5,4.5,4.5,3600
TRI,02/24/2011,4.9,4.7,4.7,4.7,5000
TRI,02/23/2011,4.9,4.9,4.9,4.9,3750
TRI,02/22/2011,5.1,4.9,4.9,4.9,3210
TRI,02/21/2011,5.3,5.1,5.1,5.1,4870
TRI,02/18/2011,5.5,5.3,5.3,5.3,1020
TRI,02/17/2011,5.7,5.5,5.5,5.5,2550
TRI,02/16/2011,5.7,5.7,5.7,5.7,500
TRI,02/15/2011,5.5,5.7,5.7,5.7,10
TRI,02/14/2011,5.4,5.5,5.5,5.5,10
TRI,02/11/2011,5.5,5.4,5.4,5.4,4840
TRI,02/10/2011,5.6,5.5,5.5,5.5,2010
TRI,02/09/2011,5.4,5.6,5.6,5.6,6100
TRI,02/08/2011,5.2,5.4,5.4,5.4,140
TRI,01/28/2011,5.2,5.2,5.2,5.2,1010
TRI,01/27/2011,5.2,5.2,5.2,5.2,1600
TRI,01/26/2011,5.4,5.2,5.2,5.2,2000
TRI,01/25/2011,5.5,5.4,5.4,5.4,9000
TRI,01/24/2011,5.6,5.5,5.5,5.5,1000
TRI,01/21/2011,5.8,5.6,5.6,5.6,9700
TRI,01/20/2011,5.7,5.8,5.8,5.8,4770
TRI,01/19/2011,5.7,5.7,5.7,5.7,1000
TRI,01/18/2011,5.8,5.7,5.7,5.7,3010
TRI,01/17/2011,5.8,5.8,5.8,5.8,3390
TRI,01/14/2011,5.8,5.8,5.8,5.8,5350
TRI,01/13/2011,5.8,5.8,5.8,5.8,3300
TRI,01/12/2011,5.8,5.8,5.8,5.8,3100
TRI,01/11/2011,5.8,5.8,5.8,5.8,4200
TRI,01/10/2011,5.8,5.8,5.8,5.8,400
TRI,01/07/2011,5.8,5.8,5.8,5.8,13370
TRI,01/06/2011,6.1,5.8,5.8,5.8,10500
TRI,01/05/2011,5.9,6.1,6.1,6.1,8000
TRI,01/04/2011,6.1,5.9,5.9,5.9,3740
TRI,12/31/2010,6.0,6.1,6.1,6.1,3410
TRI,12/30/2010,6.0,6.0,6.0,6.0,30
TRI,12/29/2010,6.0,6.0,6.0,6.0,1120
TRI,12/28/2010,5.8,6.0,6.0,6.0,4910
TRI,12/27/2010,5.8,5.8,5.8,5.8,5600
TRI,12/24/2010,5.8,5.8,5.8,5.8,900
TRI,12/23/2010,6.0,5.8,5.8,5.8,13010
TRI,12/22/2010,6.3,6.0,6.0,6.0,18000
TRI,12/21/2010,6.0,6.3,6.3,6.3,11500
TRI,12/20/2010,6.1,6.0,6.0,6.0,20720
TRI,12/17/2010,5.9,6.1,6.1,6.1,16000
TRI,12/16/2010,5.7,5.9,5.9,5.9,29370
TRI,12/15/2010,6.0,5.7,5.7,5.7,9010
TRI,12/14/2010,6.3,6.0,6.0,6.0,4680
TRI,12/13/2010,6.1,6.3,6.3,6.3,16100
TRI,12/10/2010,5.9,6.1,6.1,6.1,12050
TRI,12/09/2010,5.7,5.9,5.9,5.9,4460
TRI,12/08/2010,5.9,5.7,5.7,5.7,10
TRI,12/07/2010,6.2,5.9,5.9,5.9,9150
TRI,12/06/2010,6.3,6.2,6.2,6.2,8420
TRI,12/03/2010,6.0,6.3,6.3,6.3,10740
TRI,12/02/2010,6.1,6.0,6.0,6.0,8250
TRI,12/01/2010,6.0,6.1,6.1,6.1,5340
TRI,11/30/2010,5.8,6.0,6.0,6.0,28200
TRI,11/29/2010,5.6,5.8,5.8,5.8,2800
TRI,11/26/2010,5.4,5.6,5.6,5.6,1000
TRI,11/25/2010,5.2,5.4,5.4,5.4,1880
TRI,11/24/2010,5.0,5.2,5.2,5.2,11050
TRI,11/23/2010,5.1,5.0,5.0,5.0,2460
TRI,11/22/2010,5.1,5.1,5.1,5.1,2150
TRI,11/19/2010,5.1,5.1,5.1,5.1,3750
TRI,11/18/2010,4.7,4.9,4.9,4.9,4950
TRI,11/17/2010,4.9,4.7,4.7,4.7,7850
TRI,11/16/2010,5.1,4.9,4.9,4.9,3300
TRI,11/15/2010,5.3,5.1,5.1,5.1,2300
TRI,11/12/2010,5.2,5.3,5.3,5.3,4100
TRI,11/11/2010,5.4,5.2,5.2,5.2,1890
TRI,11/10/2010,5.3,5.4,5.4,5.4,800
TRI,11/09/2010,5.4,5.3,5.3,5.3,5400
TRI,11/08/2010,5.4,5.4,5.4,5.4,3100
TRI,11/05/2010,5.6,5.4,5.4,5.4,3090
TRI,11/04/2010,5.8,5.6,5.6,5.6,11510
TRI,11/03/2010,5.6,5.8,5.8,5.8,670
TRI,11/02/2010,5.4,5.6,5.6,5.6,2090
TRI,11/01/2010,5.6,5.4,5.4,5.4,12380
TRI,10/29/2010,5.6,5.6,5.6,5.6,3530
TRI,10/28/2010,5.6,5.7,5.7,5.7,4560
TRI,10/27/2010,5.8,5.6,5.6,5.6,3300
TRI,10/26/2010,5.6,5.8,5.8,5.8,7440
TRI,10/25/2010,5.8,5.6,5.6,5.6,5000
TRI,10/22/2010,5.8,5.8,5.8,5.8,12310
TRI,10/21/2010,5.6,5.8,5.8,5.8,1330
TRI,10/20/2010,5.8,5.6,5.6,5.6,9900
TRI,10/19/2010,6.1,5.8,5.8,5.8,25110
TRI,10/18/2010,5.9,6.1,6.1,6.1,36980
TRI,10/15/2010,5.9,5.9,5.9,5.9,20500
TRI,10/14/2010,6.1,6.1,6.1,6.1,10000
TRI,10/13/2010,6.2,6.3,6.3,6.3,10500
TRI,10/12/2010,6.4,6.2,6.2,6.2,4030
TRI,10/11/2010,6.5,6.4,6.4,6.4,6910
TRI,10/08/2010,6.5,6.5,6.5,6.5,8000
TRI,10/07/2010,6.7,6.7,6.7,6.7,4060
TRI,10/06/2010,6.6,6.4,6.4,6.4,9210
TRI,10/05/2010,6.6,6.6,6.6,6.6,2090
TRI,10/04/2010,6.6,6.6,6.6,6.6,16760
TRI,10/01/2010,7.0,6.9,6.9,6.9,4100
TRI,09/30/2010,7.0,7.0,7.0,7.0,9210
TRI,09/29/2010,7.1,6.9,6.9,6.9,2420
TRI,09/28/2010,7.2,7.1,7.1,7.1,4300
TRI,09/27/2010,7.0,7.2,7.2,7.2,7200
TRI,09/24/2010,7.0,7.0,7.0,7.0,6030
TRI,09/23/2010,7.0,7.0,7.0,7.0,13850
TRI,09/22/2010,7.3,7.3,7.3,7.3,6150
TRI,09/21/2010,7.3,7.2,7.2,7.2,9620
TRI,09/20/2010,7.2,7.3,7.3,7.3,6520
TRI,09/17/2010,7.2,7.2,7.2,7.2,4190
TRI,09/16/2010,7.1,6.9,6.9,6.9,12190
TRI,09/15/2010,7.3,7.1,7.1,7.1,3940
TRI,09/14/2010,7.1,7.3,7.3,7.3,17940
TRI,09/13/2010,7.2,7.1,7.1,7.1,10730
TRI,09/10/2010,7.5,7.2,7.2,7.2,5460
TRI,09/09/2010,7.5,7.5,7.5,7.5,18570
TRI,09/08/2010,7.5,7.3,7.3,7.3,35390
TRI,09/07/2010,7.8,7.5,7.5,7.5,18260
TRI,09/06/2010,7.8,7.8,7.8,7.8,38240
TRI,09/01/2010,7.9,7.6,7.6,7.6,11080
TRI,08/31/2010,7.6,7.9,7.9,7.9,31360
TRI,08/30/2010,7.6,7.6,7.6,7.6,38590
TRI,08/27/2010,7.6,7.3,7.3,7.3,8120
TRI,08/26/2010,8.0,7.6,7.6,7.6,950
TRI,08/25/2010,8.4,8.0,8.0,8.0,580
TRI,08/24/2010,8.8,8.4,8.4,8.4,7560
TRI,08/23/2010,8.4,8.8,8.8,8.8,78210
TRI,08/20/2010,8.0,8.4,8.4,8.4,48290
TRI,08/19/2010,8.0,8.0,8.0,8.0,8130
TRI,08/18/2010,7.6,7.7,7.7,7.7,11550
TRI,08/17/2010,7.3,7.6,7.6,7.6,15470
TRI,08/16/2010,7.3,7.3,7.3,7.3,5350
TRI,08/13/2010,6.7,7.0,7.0,7.0,1570
TRI,08/12/2010,7.0,6.7,6.7,6.7,7010
TRI,08/11/2010,7.0,7.0,7.0,7.0,3600
TRI,08/10/2010,7.3,7.0,7.0,7.0,4020
TRI,08/09/2010,7.6,7.3,7.3,7.3,4700
TRI,08/06/2010,7.9,7.6,7.6,7.6,22290
TRI,08/05/2010,8.0,7.9,7.9,7.9,6000
TRI,08/04/2010,8.0,8.0,8.0,8.0,3870
TRI,08/03/2010,7.8,7.9,7.9,7.9,12010
TRI,08/02/2010,7.8,7.8,7.8,7.8,1960
TRI,07/30/2010,7.8,7.8,7.8,7.8,12800
TRI,07/29/2010,7.9,8.2,8.2,8.2,3700
TRI,07/28/2010,8.0,7.9,7.9,7.9,19570
TRI,07/27/2010,8.0,8.0,8.0,8.0,37190
TRI,07/26/2010,8.7,8.4,8.4,8.4,12590
TRI,07/23/2010,8.7,8.7,8.7,8.7,15950
TRI,07/22/2010,9.4,9.0,9.0,9.0,24930
TRI,07/21/2010,9.4,9.4,9.4,9.4,22760
TRI,07/20/2010,9.0,9.4,9.4,9.4,42970
TRI,07/19/2010,9.3,9.0,9.0,9.0,29280
TRI,07/16/2010,9.7,9.3,9.3,9.3,16990
TRI,07/15/2010,9.3,9.7,9.7,9.7,59630
TRI,07/14/2010,8.9,9.3,9.3,9.3,70220
TRI,07/13/2010,9.3,8.9,8.9,8.9,103810
TRI,07/12/2010,9.7,9.3,9.3,9.3,2190
TRI,07/09/2010,10.2,9.7,9.7,9.7,10490
TRI,07/08/2010,10.2,10.2,10.2,10.2,36210
TRI,07/07/2010,10.2,10.7,10.7,10.7,121670
TRI,07/06/2010,9.8,10.2,10.2,10.2,67490
TRI,07/05/2010,9.8,9.8,9.8,9.8,9890
TRI,07/02/2010,9.0,9.4,9.4,9.4,26320
TRI,07/01/2010,8.6,9.0,9.0,9.0,19690
TRI,06/30/2010,8.6,8.6,8.6,8.6,70400
TRI,06/29/2010,7.9,8.2,8.2,8.2,27740
TRI,06/28/2010,7.6,7.9,7.9,7.9,23960
TRI,06/25/2010,7.3,7.6,7.6,7.6,2110
TRI,06/24/2010,7.0,7.3,7.3,7.3,16080
TRI,06/23/2010,6.7,7.0,7.0,7.0,2850
TRI,06/22/2010,6.4,6.7,6.7,6.7,920
TRI,03/24/2010,8.4,6.4,6.4,6.4,48260
TRI,03/23/2010,8.4,6.7,6.7,6.7,38170
TRI,03/22/2010,8.4,7.0,7.0,7.0,55670
TRI,03/19/2010,8.4,7.3,7.3,7.3,14680
TRI,03/18/2010,8.4,7.6,7.6,7.6,28470
TRI,03/17/2010,8.4,8.0,8.0,8.0,19950
TRI,03/16/2010,8.1,8.4,8.4,8.4,55880
TRI,03/15/2010,7.8,8.1,8.1,8.1,23580
TRI,03/12/2010,7.5,7.8,7.8,7.8,18530
TRI,03/11/2010,7.2,7.5,7.5,7.5,61350
TRI,03/10/2010,6.9,7.2,7.2,7.2,95280
TRI,03/09/2010,6.6,6.9,6.9,6.9,33920
TRI,03/08/2010,6.3,6.6,6.6,6.6,26490
TRI,03/05/2010,6.0,6.3,6.3,6.3,29610
TRI,03/04/2010,5.8,6.0,6.0,6.0,51630
TRI,03/03/2010,5.8,5.8,5.8,5.8,67130
TRI,03/02/2010,6.1,5.8,5.8,5.8,69080
TRI,03/01/2010,6.4,6.1,6.1,6.1,5000
TRI,02/26/2010,6.7,6.4,6.4,6.4,5760
TRI,02/25/2010,7.0,6.7,6.7,6.7,2350
TRI,02/24/2010,7.3,7.0,7.0,7.0,3140
TRI,02/23/2010,7.6,7.3,7.3,7.3,4800
TRI,02/22/2010,7.9,7.6,7.6,7.6,24130
TRI,02/12/2010,8.1,8.1,7.8,7.9,12810
TRI,02/11/2010,7.8,8.1,7.8,8.0,11000
TRI,02/10/2010,7.9,8.1,7.9,8.1,1510
TRI,02/09/2010,8.5,8.5,7.9,7.9,4030
TRI,02/08/2010,8.1,8.3,8.1,8.3,1040
TRI,02/05/2010,8.5,8.5,8.2,8.5,6480
TRI,02/04/2010,8.5,8.5,8.3,8.5,3730
TRI,02/03/2010,8.1,8.3,8.1,8.3,3540
TRI,02/02/2010,8.2,8.2,8.1,8.1,3170
TRI,02/01/2010,7.8,8.1,7.7,8.1,7250
TRI,01/29/2010,8.0,8.1,7.9,8.1,13660
TRI,01/28/2010,7.9,8.7,7.9,8.1,4220
TRI,01/27/2010,8.3,8.9,8.3,8.3,3120
TRI,01/26/2010,8.6,8.6,8.2,8.6,6600
TRI,01/25/2010,7.9,8.2,7.9,8.2,3320
TRI,01/22/2010,8.1,8.8,8.1,8.1,1360
TRI,01/21/2010,8.3,8.7,8.3,8.4,820
TRI,01/20/2010,8.8,8.8,8.5,8.5,6580
TRI,01/19/2010,8.5,8.8,8.5,8.8,7650
TRI,01/18/2010,9.0,9.0,8.5,8.5,9070
TRI,01/15/2010,9.0,9.0,8.9,8.9,5680
TRI,01/14/2010,9.2,9.5,9.0,9.0,11570
TRI,01/13/2010,9.3,9.5,9.0,9.3,7330
TRI,01/12/2010,9.7,9.8,9.3,9.3,11460
TRI,01/11/2010,9.5,9.7,9.1,9.7,14180
TRI,01/08/2010,9.7,9.9,9.5,9.5,4640
TRI,01/07/2010,10.2,10.2,9.7,9.7,7030
TRI,01/06/2010,9.8,10.5,9.8,10.2,6920
TRI,01/05/2010,10.1,10.1,9.9,10.1,43170
TRI,01/04/2010,9.6,9.7,9.5,9.7,21710
TRI,12/31/2009,9.5,9.5,9.0,9.3,43690
TRI,12/30/2009,9.0,9.2,9.0,9.2,3860
TRI,12/29/2009,9.4,9.4,9.0,9.0,10900
TRI,12/28/2009,9.1,9.2,8.8,9.2,5720
