labels 0 -1 1
1 0 0.625727840618702 0.0951537249583444 0.279118434422954 
1 0 0.604825740794383 0.0980526326020748 0.297121626603543 
1 0 0.752000893085605 0.0897605642024961 0.158238542711899 
0 0 0.614818207890707 0.091456534448771 0.293725257660522 
0 0 0.595098790612947 0.201120536374655 0.203780673012398 
0 0 0.552333013448465 0.162594728974546 0.285072257576989 
1 0 0.519617205347748 0.131753431424555 0.348629363227697 
0 0 0.489095955858681 0.34005923425248 0.170844809888839 
0 -1 0.193145462118919 0.773534870410017 0.0333196674710634 
0 -1 0.40953300843024 0.566809599364057 0.0236573922057034 
-1 -1 0.350708704257864 0.634588685696629 0.0147026100455073 
-1 0 0.810544719395618 0.183424120234694 0.00603116036968827 
-1 0 0.882997531030979 0.114165680520126 0.00283678844889495 
-1 0 0.845326480043315 0.151351453235571 0.00332206672111389 
0 -1 0.395842218614718 0.446926091317061 0.15723169006822 
1 0 0.640254949651057 0.0794087851304219 0.280336265218521 
0 0 0.672180895567183 0.0635840551570779 0.264235049275739 
0 0 0.654374689696302 0.0852788960192522 0.260346414284446 
1 0 0.686857681581396 0.134558321728698 0.178583996689906 
0 0 0.640815074993357 0.247679332900143 0.111505592106499 
0 0 0.624420502606295 0.252667312415706 0.122912184977999 
0 0 0.595769551375732 0.147954850283329 0.256275598340939 
0 0 0.624020983194777 0.191674457215333 0.18430455958989 
0 0 0.657359867700333 0.205808967527693 0.136831164771974 
0 0 0.56878869518415 0.296129090687552 0.135082214128298 
0 0 0.496665494342102 0.360884576997214 0.142449928660684 
0 0 0.513690367309113 0.280181222165645 0.206128410525242 
0 0 0.532413989482053 0.273345201221135 0.194240809296812 
0 0 0.46886446973428 0.396812472853687 0.134323057412033 
0 0 0.582609070182008 0.297671377060335 0.119719552757657 
0 0 0.471547739340456 0.367338343446716 0.161113917212827 
-1 0 0.469105512187529 0.325498345898793 0.205396141913677 
0 0 0.436791387421464 0.381663374457902 0.181545238120633 
-1 -1 0.391324046563244 0.498165416346927 0.110510537089829 
0 0 0.575573649301965 0.313416313232943 0.111010037465092 
-1 0 0.538920452601549 0.291473276041593 0.169606271356859 
-1 0 0.509367945694511 0.350557695453372 0.140074358852117 
-1 0 0.498776861265042 0.403347875034977 0.0978752636999814 
-1 0 0.527226183368834 0.337519604837598 0.135254211793568 
-1 0 0.53302358178157 0.36511856847599 0.10185784974244 
-1 -1 0.399104973050448 0.512406836904674 0.0884881900448778 
-1 0 0.457554192425008 0.400257004340848 0.142188803234145 
-1 -1 0.398929429516718 0.506808433915904 0.0942621365673781 
