labels 0 -1 1
1 -1 0.0184975084953369 0.917575932659882 0.0639265588447813 
0 -1 0.0206527405357684 0.918323804979461 0.0610234544847701 
0 -1 0.0857958324096847 0.759602756857248 0.154601410733068 
0 0 0.98190074179872 0.000433736502327597 0.0176655216989521 
0 0 0.984786582889802 0.00229898524140689 0.0129144318687916 
0 0 0.980086507029881 0.00931207796164999 0.0106014150084695 
0 0 0.962851463837323 0.020821144305271 0.0163273918574059 
1 0 0.937841511151178 0.0191814191591632 0.0429770696896589 
1 0 0.829633304952873 0.00757198246116898 0.162794712585958 
0 0 0.845913282299603 0.00250780402375756 0.15157891367664 
1 0 0.966374225309505 0.00123637274104513 0.0323894019494498 
1 0 0.997346460389421 0.0003530796255312 0.00230045998504772 
1 0 0.992991838650705 9.68842761964762E-05 0.00691127707309849 
1 0 0.98893299414985 0.000131822892894067 0.0109351829572562 
1 0 0.998727452501917 3.58655988406572E-05 0.00123668189924275 
1 0 0.998918778162265 2.83528103487766E-05 0.00105286902738617 
1 0 0.999217775163043 2.76293742041261E-05 0.000754595462753277 
1 0 0.997066282995745 4.69860999984481E-05 0.00288673090425648 
0 0 0.988785059718045 0.000148764724707864 0.0110661755572474 
0 0 0.968757346817271 0.00169057270960375 0.029552080473125 
0 0 0.916551227865583 0.00374820512272291 0.079700567011694 
0 0 0.857070490557903 0.00597118390376628 0.136958325538331 
0 0 0.803186223775363 0.00864630618999841 0.188167470034638 
0 0 0.9550191137966 0.00984911340109822 0.0351317728023016 
0 0 0.746284241458996 0.0429244439510044 0.210791314589999 
0 1 0.358074565467071 0.0636291859967423 0.578296248536186 
0 1 0.120003031901881 0.0860364862158336 0.793960481882285 
0 1 0.0593835478030115 0.104896273915242 0.835720178281746 
0 1 0.0680578627456596 0.131314219370627 0.800627917883713 
0 1 0.305274366100947 0.0985325221149267 0.596193111784126 
0 0 0.503301973225976 0.140483292098477 0.356214734675546 
0 0 0.630951062248967 0.131772163220937 0.237276774530096 
0 0 0.996243354621602 0.00250657400907357 0.00125007136932477 
0 0 0.9883957922809 0.00779628709991343 0.00380792061918674 
0 0 0.973308222979648 0.018325911789133 0.008365865231219 
-1 0 0.95500628386341 0.0318626386318125 0.0131310775047774 
-1 0 0.948800895801772 0.0371851564652677 0.0140139477329601 
-1 0 0.964600990627715 0.0257980669236039 0.00960094244868113 
-1 0 0.982635936641092 0.0123418115261088 0.00502225183279925 
-1 0 0.993798359118065 0.00171954876251842 0.00448209211941688 
-1 0 0.997990278911908 0.000961329099924519 0.00104839198816783 
-1 0 0.999068462061855 0.000362786169245345 0.000568751768899298 
-1 0 0.999296113284126 0.000252883905245788 0.000451002810628282 
-1 0 0.999123386466519 0.000319176081995245 0.00055743745148575 
-1 0 0.998094660857368 0.000819726530761036 0.00108561261187047 
-1 0 0.99803045032859 0.00110530089464068 0.000864248776769541 
-1 0 0.998009710301777 0.00135910720947868 0.000631182488744569 
-1 0 0.997638451870906 0.00203609232313686 0.00032545580595714 
-1 0 0.997308958455542 0.00248241313817119 0.000208628406287345 
-1 0 0.996685718427176 0.00318844731445912 0.000125834258365227 
-1 0 0.995590758252381 0.00434172201037343 6.75197372453615E-05 
-1 0 0.993832996187777 0.00613316075501214 3.38430572110671E-05 
-1 0 0.991266597210466 0.00871717160268002 1.62311868537565E-05 
-1 0 0.987394351915593 0.0125979013886947 7.74669571209599E-06 
0 0 0.980855389784313 0.0191408711847419 3.7390309450891E-06 
0 0 0.950463324936441 0.0495319405734258 4.73449013310003E-06 
0 0 0.889042981329299 0.110952421925777 4.59674492345295E-06 
0 0 0.807920165288496 0.19207537164233 4.46306917389327E-06 
0 0 0.731502166260555 0.268488219296455 9.61444298969211E-06 
0 -1 0.470545155085406 0.529289311154587 0.000165533760007052 
0 -1 0.284818612797145 0.715180063931524 1.32327133142936E-06 
0 -1 0.199689698374638 0.800308319226025 1.98239933629147E-06 
0 -1 0.16516350719137 0.834833133214168 3.35959446218668E-06 
0 -1 0.149598435458634 0.850357389819911 4.4174721454373E-05 
-1 -1 0.137173679648827 0.862786780296174 3.95400549988333E-05 
