labels 1 0 -1
-1 -1 0.0129544025737472 0.261754614921139 0.725290982505114 
-1 0 0.0205564507851864 0.566601970456835 0.412841578757979 
-1 0 0.0465727473991717 0.800342789295028 0.1530844633058 
-1 0 0.027415821447157 0.92601755612735 0.0465666224254935 
-1 -1 0.0037363806970135 0.458760953659784 0.537502665643202 
-1 -1 0.00136235332034706 0.265626362888666 0.733011283790987 
-1 -1 0.00189734404661911 0.153540335393728 0.844562320559653 
-1 -1 0.00361965017574565 0.143851741768454 0.8525286080558 
-1 -1 0.00425128304276722 0.0733851796404371 0.922363537316796 
-1 -1 0.00229070019593346 0.0380337896429903 0.959675510161076 
-1 -1 0.00243688367580183 0.0325299750488795 0.965033141275319 
-1 -1 0.00283062456505859 0.0463205705891789 0.950848804845763 
-1 -1 0.00158045284915023 0.0556777335986898 0.94274181355216 
-1 -1 0.00136541983452424 0.118802632245701 0.879831947919775 
-1 -1 0.00164011171169678 0.297941969190848 0.700417919097456 
-1 0 0.00533448866172647 0.54817381114132 0.446491700196954 
-1 0 0.0381266165783808 0.807738637390772 0.154134746030847 
-1 0 0.13932760678948 0.786485480371557 0.0741869128389628 
-1 1 0.420279240541195 0.314512720440112 0.265208039018694 
-1 1 0.521453467401013 0.21118215889 0.267364373708987 
-1 1 0.414793900295528 0.293835120634756 0.291370979069716 
-1 0 0.338197369863488 0.415506451128504 0.246296179008008 
-1 0 0.167830093732871 0.772896841882534 0.0592730643845947 
-1 0 0.0120167921098171 0.84240440502099 0.145578802869193 
-1 0 0.000873344182217873 0.54134621899303 0.457780436824752 
-1 -1 0.000438381762642824 0.269355175057113 0.730206443180244 
-1 -1 0.00027307851962389 0.150387668210961 0.849339253269415 
-1 -1 0.000721117250896126 0.0785473564851629 0.920731526263941 
-1 -1 0.00138177665011014 0.0520134058417444 0.946604817508145 
-1 -1 0.00281521498520668 0.0409864901565305 0.956198294858263 
-1 -1 0.00388705821472741 0.0339646709506732 0.9621482708346 
-1 -1 0.00421670249779362 0.0387390171059399 0.957044280396266 
-1 -1 0.00436860041021521 0.0615363363138294 0.934095063275955 
-1 -1 0.00365703151586521 0.157563708001179 0.838779260482956 
-1 -1 0.00619738822297707 0.23993332139364 0.753869290383383 
-1 0 0.00619900275962753 0.515589210951392 0.47821178628898 
-1 0 0.0171087553349312 0.981191722017164 0.00169952264790547 
-1 0 0.0209325170785366 0.911356972115944 0.0677105108055186 
-1 0 0.00989442347124012 0.789513094939186 0.200592481589574 
-1 0 0.0125545069595472 0.59328474237316 0.394160750667293 
-1 -1 0.020089473185232 0.426567187702038 0.55334333911273 
-1 -1 0.0337430442717316 0.327249611602243 0.639007344126025 
-1 -1 0.0616773325298075 0.279553369865305 0.658769297604888 
-1 -1 0.0748822509125231 0.343398776655991 0.581718972431486 
-1 -1 0.0852737378040803 0.437241031095132 0.477485231100788 
-1 0 0.0815806230938254 0.544498479916007 0.373920896990167 
-1 0 0.0744688512628014 0.63714442420506 0.288386724532138 
-1 0 0.0590000012305208 0.730544635196737 0.210455363572742 
-1 0 0.0412898918522029 0.810976349219404 0.147733758928392 
-1 0 0.0264977325928862 0.869690079183602 0.103812188223512 
-1 0 0.0122742284736663 0.931603149248094 0.0561226222782395 
-1 0 0.00547187068367649 0.969938848100119 0.0245892812162043 
-1 0 0.00391437843790185 0.987954990898556 0.00813063066354182 
-1 0 0.00156128707384724 0.976867143556482 0.0215715693696703 
-1 0 0.000804607245469351 0.983965804739947 0.0152295880145838 
-1 0 0.000605410909269529 0.986277081484348 0.0131175076063831 
-1 0 0.000207501782376414 0.992242684533149 0.00754981368447524 
-1 0 7.71415887926804E-05 0.995369614950197 0.00455324346100998 
-1 0 3.12742416189732E-05 0.997090476639945 0.00287824911843562 
-1 0 1.65192450893576E-05 0.997902398127861 0.00208108262705002 
-1 0 4.13235185490377E-06 0.99895388920697 0.00104197844117485 
-1 0 8.27571097347668E-07 0.999566625773475 0.000432546655428306 
-1 0 1.42986550963771E-06 0.999861323604832 0.000137246529658032 
-1 0 0.00374495164765038 0.996118353607516 0.000136694744834106 
-1 1 0.955642241723211 0.0424753361115432 0.00188242216524576 
0 1 0.975299637516363 0.0232417368308799 0.00145862565275702 
0 1 0.987434617085688 0.0115626475370005 0.00100273537731145 
0 1 0.966035023603937 0.032482559858616 0.00148241653744722 
0 1 0.925443978400867 0.0729011186517494 0.00165490294738371 
