Code,Date,Open,High,Low,Close,Volume
494,20001004,15.85,16.1,15.85,12.37,530000
494,20001005,16,16,14.7,11.63,2756000
494,20001006,15,15,15,11.63,0
494,20001009,14.95,15,13.9,11.05,3957400
494,20001010,14.25,14.3,14,11.01,4468000
494,20001011,14,14,13.1,10.55,5264000
494,20001012,13.5,13.5,12.7,10.36,6533800
494,20001013,12.8,12.8,12,9.7,9783000
494,20001016,12.5,12.5,12.5,9.7,0
494,20001017,13.5,13.6,12.65,10.04,4478000
494,20001018,12.85,13.2,12.8,10.24,5569000
494,20001019,13,14,13,10.59,5302000
494,20001020,14.2,15.4,14,11.71,10849000
494,20001023,15.15,15.5,14.85,11.83,3958000
494,20001024,15.25,15.5,15.2,11.79,1997000
494,20001025,15.2,16,15.1,12.29,3769800
494,20001026,15.8,16,15.7,12.41,3349000
494,20001027,16,16,16,12.41,0
494,20001030,15.9,15.9,15.3,12.02,3978000
494,20001031,15.5,15.6,14.45,11.25,4389000
494,20001101,14.6,15.6,14.6,11.71,5270500
494,20001102,15.2,15.8,15.2,12.1,2135700
494,20001103,15.4,16.25,15.4,12.33,3281000
494,20001106,16.1,16.2,16,12.45,1923000
494,20001107,16,16.15,15.4,12.14,2513000
494,20001108,15.75,15.75,14.9,11.75,3694000
494,20001109,15.3,16.65,15.3,12.88,8743000
494,20001110,16.7,18.25,16.7,13.77,17064400
494,20001113,17.7,17.7,15.65,12.33,10296000
494,20001114,16.25,17,15.85,12.91,8774600
494,20001115,17.15,17.3,16.8,13.15,6584100
494,20001116,16.8,17,16.7,13.07,4151000
494,20001117,16.7,16.75,16.35,12.88,3688000
494,20001120,16.4,17,16.4,13.19,2551400
494,20001121,16.5,16.75,16.3,12.84,3537900
494,20001122,16.55,16.55,15.6,12.41,6788200
494,20001123,15.75,16.3,15.5,12.64,3285000
494,20001124,16.3,16.3,15.95,12.6,2720000
494,20001127,16.3,16.8,16.3,12.8,3560500
494,20001128,16.5,17.6,16.5,13.34,6080900
494,20001129,16.8,16.8,16.4,12.88,2167400
494,20001130,16.65,16.95,16.2,12.64,2748900
494,20001201,16.3,16.3,14.8,12.14,11259400
494,20001204,15.75,16.25,15.7,12.45,7828200
494,20001205,16.4,16.4,15.5,12.18,3508000
494,20001206,16.2,16.3,15.9,12.45,3635000
494,20001207,15.8,15.8,15.2,11.87,3641000
494,20001208,15.45,15.7,15.45,12.18,2253400
494,20001211,15.75,16.2,15.55,12.53,4624200
494,20001212,16.15,16.15,15.6,12.1,3230400
494,20001213,15.6,15.9,15.2,12.29,5299900
494,20001214,15.7,15.8,15,11.83,4331200
494,20001215,15,15,13.25,10.67,16091000
494,20001218,13.75,13.75,13.1,10.67,6581000
494,20001219,13.8,14.35,13.3,10.39,13159000
494,20001220,13.15,13.25,12.8,10.12,7846000
494,20001221,12.8,13.05,12.25,9.81,11055300
494,20001222,12.75,12.9,12.35,9.93,3239000
494,20001225,12.8,12.8,12.8,9.93,0
494,20001226,12.8,12.8,12.8,9.93,0
494,20001227,12.8,13.55,12.8,10.36,2849300
494,20001228,13.4,14.2,13.4,11.01,4403900
494,20001229,14.2,14.4,14.05,10.98,1612800
494,20010101,14.15,14.15,14.15,10.98,0
494,20010102,14.2,14.2,13.8,10.78,634000
494,20010103,13.7,13.7,12.35,9.77,8223800
494,20010104,13.2,14.55,13.2,10.78,21220700
494,20010105,14,14.35,13.7,10.98,6609000
494,20010108,14,14,12.95,10.2,7591400
494,20010109,13.2,13.55,12.7,9.93,12376400
494,20010110,12.8,13.25,12.75,10.24,5477000
494,20010111,13.05,14.05,13.05,10.74,6366100
494,20010112,13.9,15,13.85,11.4,8406400
494,20010115,14.65,15,14.1,11.52,3735600
494,20010116,14.8,15.25,14.7,11.6,4337000
494,20010117,15,15,14,11.05,3262400
494,20010118,14.4,14.9,14.2,11.56,5226000
494,20010119,15,15.5,14.95,11.79,4430000
494,20010122,15.3,15.3,14.65,11.63,2521000
494,20010123,15,15.65,15,12.02,2477900
494,20010124,15.5,15.5,15.5,12.02,0
494,20010125,15.5,15.5,15.5,12.02,0
494,20010126,15.5,15.5,15.5,12.02,0
494,20010129,15.5,15.65,14.7,11.79,9585100
494,20010130,15.35,15.9,15.05,12.18,4687000
494,20010131,15.6,15.75,15.1,11.75,3575600
494,20010201,15.25,15.35,15,11.67,6404000
494,20010202,15.05,15.05,13.9,10.98,10133200
494,20010205,14,14.35,13.9,10.82,5777200
494,20010206,14,14.2,13.95,10.86,3131000
494,20010207,14,14.5,14,10.86,8850900
494,20010208,13.8,13.8,12.8,10.08,24915200
494,20010209,12.8,13.15,12.7,10.12,15463000
494,20010212,13.05,13.1,12.8,10.12,9913000
494,20010213,13.1,13.3,12.95,10.12,3824000
494,20010214,13,13.55,13,10.51,9541000
494,20010215,13.5,14.2,13.5,10.9,10510400
494,20010216,14.15,14.6,13.8,10.74,6889000
494,20010219,13.7,13.8,13.45,10.63,2446000
494,20010220,13.7,13.8,13.7,10.67,3305000
494,20010221,13.75,14.3,13.7,10.9,2819000
494,20010222,14,14.1,13.75,10.82,3004000
494,20010223,13.95,13.95,13.75,10.7,3990000
494,20010226,13.8,14,13.8,10.86,1981000
494,20010227,14,14.1,13.85,10.86,3540800
494,20010228,13.8,14.25,13.8,11.05,4490300
494,20010301,14.2,14.4,14,10.94,9964600
494,20010302,14,14.3,13.9,10.94,6462000
494,20010305,14.1,14.1,13.65,10.78,6171300
494,20010306,13.85,14.2,13.85,10.94,7010000
494,20010307,14.15,14.65,14.1,11.21,7753000
494,20010308,14.45,14.5,14.35,11.21,2398000
494,20010309,14.5,14.65,14.45,11.32,4453000
494,20010312,14.2,14.2,13.8,10.78,4921000
494,20010313,13.75,13.75,13.1,10.28,7883000
494,20010314,13.25,13.25,13.25,10.28,0
494,20010315,12.6,13.5,12.4,10.39,8138000
494,20010316,13.2,13.2,12.85,10.01,2354000
494,20010319,12.9,13.45,12.9,10.32,4633900
494,20010320,13.3,13.3,12.85,10.04,3121100
494,20010321,12.9,12.95,12.3,9.54,6195000
494,20010322,12.2,12.3,11.55,9.08,8193000
494,20010323,11.6,12.1,11.4,9.35,9966400
494,20010326,12.1,12.75,12.1,9.89,5627000
494,20010327,13,13.45,12.85,10.04,6702000
494,20010328,13,13.25,12.35,9.66,6267000
494,20010329,12,12.15,11.85,9.27,8582100
494,20010330,12.15,12.25,11.9,9.35,6712000
494,20010402,12.2,12.2,11.8,9.31,6592000
494,20010403,11.95,12.1,11.95,9.31,5293000
494,20010404,12.05,12.1,11.9,9.31,5078000
494,20010405,12,12,12,9.31,0
494,20010406,12.25,12.9,12.25,9.62,5571400
494,20010409,12.35,12.35,11.9,9.46,8228000
494,20010410,12.4,12.7,12.35,9.85,3996000
494,20010411,13,13.55,12.9,10.43,8236000
494,20010412,13.3,13.4,13.2,10.28,3541800
494,20010413,13.25,13.25,13.25,10.28,0
494,20010416,13.25,13.25,13.25,10.28,0
494,20010417,13.25,13.25,12.7,10.16,2307000
494,20010418,13.1,13.5,13.05,10.39,2170000
494,20010419,14,14.8,13.8,11.32,7394000
494,20010420,14.5,14.7,14.1,11.4,4450000
494,20010423,14.75,14.75,14.4,11.32,1451000
494,20010424,14.2,14.3,13.6,10.74,4709200
494,20010425,13.85,13.85,13.4,10.67,4917200
494,20010426,13.85,13.85,13.4,10.81,4917200
494,20010427,14.1,14.85,14.1,11.59,6147000
494,20010430,14.75,14.75,14.75,11.59,0
494,20010501,14.75,14.75,14.75,11.59,0
494,20010502,15,15.45,14.8,12.1,6276100
494,20010503,15.5,15.5,15.2,11.99,4443300
494,20010504,15,15,14.6,11.71,6095000
494,20010507,14.9,15.2,14.65,11.79,1514600
494,20010508,15,15.3,14.95,11.91,6689900
494,20010509,15.2,15.2,14,11,4210700
494,20010510,14.2,14.7,14.2,11.44,3154700
494,20010511,14.75,15,14.4,11.79,2010000
494,20010514,15,15,14.2,11.28,3678200
494,20010515,14.35,14.7,14.3,11.28,1236000
494,20010516,14.35,14.9,14.35,11.47,2247800
494,20010517,14.9,15,14.35,11.28,2991800
494,20010518,14.35,14.5,13.95,11.28,4866800
494,20010521,14.5,14.8,14.5,11.59,2263000
494,20010522,14.75,14.8,14.5,11.51,2457000
494,20010523,14.5,15.05,14.25,11.67,4132800
494,20010524,14.7,14.8,14.35,11.36,3156000
494,20010525,14.7,14.8,14.45,11.4,3991500
494,20010528,14.5,14.7,14.5,11.51,1291000
494,20010529,14.6,14.75,14.55,11.59,2286100
494,20010530,14.6,14.6,14,11.24,2979000
494,20010531,14.35,14.35,13.6,10.73,5726000
494,20010601,13.6,14,13.6,10.81,4743300
494,20010604,13.8,14.3,13.8,11.24,2358000
494,20010605,14.45,14.7,14.15,11.44,2019000
494,20010606,14.95,14.95,14.6,11.75,2730200
494,20010607,14.7,14.75,14.45,11.51,1368200
494,20010608,14.8,14.8,14.55,11.51,4080200
494,20010611,14.6,14.6,14,11,2029400
494,20010612,14,14,13.75,10.85,4968000
494,20010613,13.8,14.05,13.7,10.92,4316700
494,20010614,13.95,14,13.35,10.49,4445700
494,20010615,13.2,13.4,12.95,10.22,4938000
494,20010618,13.1,13.1,12.7,10.02,4486000
494,20010619,12.9,12.95,12.65,10.02,3015800
494,20010620,12.7,13.05,12.65,10.26,3444300
494,20010621,13.1,13.15,12.8,10.26,2889000
494,20010622,13.15,13.6,13.05,10.61,3243400
494,20010625,13.5,13.5,13.5,10.61,0
494,20010626,13.1,13.45,12.95,10.3,3507200
494,20010627,12.9,13.1,12.55,10.26,4379500
494,20010628,12.75,12.9,12.7,10.06,3358000
494,20010629,13.1,13.3,12.75,10.06,7400800
494,20010702,12.8,12.8,12.8,10.06,0
494,20010703,12.8,13.3,12.8,10.3,3724200
494,20010704,13.1,13.45,13.05,10.49,2983000
494,20010705,13.4,13.45,13,10.3,4038400
494,20010706,13.1,13.1,13.1,10.3,0
494,20010709,13.15,13.15,12.8,10.3,3808000
494,20010710,13,13.2,13,10.34,1518000
494,20010711,13,13,12.8,10.14,4890600
494,20010712,12.9,13.25,12.5,10.02,5953000
494,20010713,12.9,13.25,12.8,10.41,4783000
494,20010716,13.25,13.8,13.25,10.81,2670000
494,20010717,13.5,13.5,13,10.26,2058700
494,20010718,13.1,13.1,12.55,9.9,3666000
494,20010719,12.55,12.75,12.35,9.94,8621400
494,20010720,12.7,12.7,12.35,9.79,6167500
494,20010723,12.4,12.4,12.25,9.67,2544000
494,20010724,12.05,12.2,11.8,9.39,8618100
494,20010725,11.95,11.95,11.95,9.39,0
494,20010726,12,12.35,12,9.63,7196800
494,20010727,12.25,12.5,12.1,9.82,2721000
494,20010730,12.45,12.55,12,9.63,2216000
494,20010731,12.3,12.95,12.3,10.14,2700200
494,20010801,12.85,13.15,12.8,10.14,4583200
494,20010802,12.9,13.05,12.85,10.14,3870100
494,20010803,12.9,12.9,12.3,9.67,2707300
494,20010806,12.35,12.75,12.35,9.9,1628600
494,20010807,12.65,13,12.55,10.1,2718000
494,20010808,12.9,12.9,12.7,10.14,3187100
494,20010809,12.8,12.8,12.45,9.82,4679700
494,20010810,12.3,12.4,12.05,9.63,1525900
494,20010813,12.25,12.25,11.85,9.39,5131500
494,20010814,11.9,12,11.9,9.35,3212000
494,20010815,12,12,11.85,9.43,4967900
494,20010816,12,12.3,11.85,9.67,3671700
494,20010817,12.2,12.25,12.05,9.51,2476000
494,20010820,12,12,11.6,9.16,4057100
494,20010821,10.5,10.6,9.3,7.58,40087000
494,20010822,9.65,9.95,9.35,7.7,20324800
494,20010823,9.95,10.25,9.95,8.02,14346000
494,20010824,10.25,10.3,10,7.94,6709800
494,20010827,10.25,10.3,10.05,7.9,3644400
494,20010828,9.9,10.05,9.85,7.86,2594000
494,20010829,9.9,10.1,9.9,7.86,4899000
494,20010830,10,10.05,9.9,7.78,6909000
494,20010831,9.7,10,9.7,7.7,7700700
494,20010903,9.95,9.95,9.5,7.58,3892000
494,20010904,9.75,9.75,9.45,7.51,5885300
494,20010905,9.55,9.6,9.3,7.39,6274000
494,20010906,9.45,9.55,8.9,7.11,5554000
494,20010907,8.65,9.25,8.55,7.27,6856100
494,20010910,8.95,9.2,8.75,7.03,5809000
494,20010911,9,9,8.7,6.88,5858000
494,20010912,8.2,8.5,6.5,6.25,24074000
494,20010913,8,8.15,7.65,6.05,12966800
494,20010914,7.6,7.75,6.75,5.66,11153000
494,20010917,7,7.15,6.65,5.54,6407700
494,20010918,7.25,7.45,6.9,5.46,8077200
494,20010919,7.1,7.2,6.95,5.5,8412000
494,20010920,6.95,7,6.9,5.46,5369000
494,20010921,6.7,6.8,6.45,5.11,7028000
494,20010924,6.5,6.5,6.5,5.11,0
494,20010925,7,7.4,6.95,5.78,9026500
494,20010926,7.3,7.5,7.1,5.62,7742000
494,20010927,7.1,7.8,7.05,6.13,5741000
494,20010928,7.8,7.8,7.8,6.13,0
494,20011001,7.8,7.8,7.8,6.13,0
494,20011002,7.8,7.8,7.8,6.13,0
494,20011003,7.5,7.7,6.9,5.58,11137000
494,20011004,7.2,7.75,7.2,6.09,15170200
494,20011005,7.9,8.45,7.65,6.56,9297100
494,20011008,7.8,8.2,7.6,6.09,5339000
494,20011009,8,8.5,8,6.56,4728400
494,20011010,8.3,8.3,7.9,6.33,7084200
494,20011011,8.3,8.45,8.05,6.44,7202300
494,20011012,8.3,8.45,7.65,6.13,9974000
494,20011015,7.8,8,7.75,6.17,5070600
494,20011016,7.6,7.8,7.2,5.7,10481200
494,20011017,7.4,7.75,7.3,5.82,10659100
494,20011018,7.2,7.5,7.2,5.82,9872000
494,20011019,7.35,7.45,7.3,5.78,4206000
494,20011022,7.4,7.45,7.25,5.86,4492000
494,20011023,7.55,7.6,7.4,5.89,5236000
494,20011024,7.5,7.55,7.3,5.78,4006000
494,20011025,7.35,7.35,7.35,5.78,0
494,20011026,7.5,7.7,7.45,5.97,5324400
494,20011029,7.4,7.55,7.35,5.89,4294000
494,20011030,7.3,7.55,7.3,5.89,3555000
494,20011031,7.5,7.5,7.35,5.86,6402900
494,20011101,7.55,7.75,7.45,6.01,4031300
494,20011102,7.75,7.8,7.6,6.01,2398000
494,20011105,7.65,7.75,7.45,5.93,6641200
494,20011106,7.7,7.75,7.55,6.01,3410000
494,20011107,7.7,7.8,7.5,5.93,5426000
494,20011108,7.65,8.1,7.6,6.21,6981400
494,20011109,7.9,7.9,7.9,6.21,0
494,20011112,8.3,8.4,8.1,6.44,3278000
494,20011113,8,8.55,7.9,6.56,10542000
494,20011114,8.75,9.35,8.6,7.11,8838000
494,20011115,9.1,9.95,9.1,7.51,14901000
494,20011116,9.55,10.05,9.3,7.31,14012000
494,20011119,9.3,9.65,9.05,7.31,6388000
494,20011120,9.4,9.55,9.2,7.27,8892000
494,20011121,9.25,9.6,8.95,7.07,8730000
494,20011122,8.9,9.1,8.8,7.07,6567600
494,20011123,9.05,9.35,9,7.23,5207000
494,20011126,9.6,9.7,9.45,7.58,9841000
494,20011127,9.65,9.65,9.4,7.55,5059000
494,20011128,9.45,9.45,8.9,7.07,11431000
494,20011129,8.75,8.75,8.4,6.8,12304000
494,20011130,8.7,8.9,8.65,6.84,10715400
494,20011203,8.7,8.7,8.5,6.8,7396600
494,20011204,8.6,8.95,8.5,7.03,9601000
494,20011205,9.1,9.4,9.05,7.27,14742400
494,20011206,9.4,9.7,9,7.23,12880400
494,20011207,9.2,9.55,9.05,7.51,10236500
494,20011210,9.45,9.55,9.25,7.47,6362000
494,20011211,9.3,9.35,8.9,7.15,7866000
494,20011212,9.1,9.25,8.7,7.03,14455000
494,20011213,8.9,8.9,8.55,6.76,10562300
494,20011214,8.5,8.7,8.25,6.76,7450000
494,20011217,8.5,8.6,8.35,6.6,5608000
494,20011218,8.5,8.55,8.15,6.72,10417800
494,20011219,8.5,8.65,8.3,6.68,6846100
494,20011220,8.45,8.7,8.4,6.72,6458600
494,20011221,8.35,8.4,8.3,6.6,4336000
494,20011224,8.4,8.4,8.25,6.48,1823300
494,20011225,8.25,8.25,8.25,6.48,0
494,20011226,8.25,8.25,8.25,6.48,0
494,20011227,8.4,8.6,8.35,6.68,4830000
494,20011228,8.55,8.75,8.5,6.8,5875600
494,20011231,8.6,8.8,8.6,6.88,2414000
494,20020101,8.75,8.75,8.75,6.88,0
494,20020102,8.5,9,8.5,7.07,3356000
494,20020103,9,9,9,7.07,0
494,20020104,9.4,9.5,9.3,7.47,11233700
494,20020107,9.5,10.15,9.5,7.98,12895000
494,20020108,10.05,10.3,9.85,8.02,11697400
494,20020109,10.1,10.25,9.65,8.06,12342900
494,20020110,10.2,10.95,10,8.41,17201800
494,20020111,11,11.5,10.7,8.49,14162000
494,20020114,10.65,10.75,10.4,8.41,7899500
494,20020115,10.55,10.55,10.3,8.13,4086300
494,20020116,10.4,10.4,9.95,7.9,7716000
494,20020117,9.8,10.05,9.75,7.82,5853000
494,20020118,10,10.1,9.6,7.62,5838000
494,20020121,9.55,10.15,9.55,7.66,3514000
494,20020122,9.85,10.05,9.85,7.82,2861300
494,20020123,9.95,10.4,9.65,8.13,5564600
494,20020124,10.3,10.35,10.05,8.02,8247000
494,20020125,10.25,10.9,10.15,8.57,12565100
494,20020128,11,11.45,11,8.92,9065700
494,20020129,11.35,11.35,10.55,8.41,8476000
494,20020130,10.3,10.5,10.05,8.13,7804100
494,20020131,10.35,10.35,10.35,8.13,0
494,20020201,10.2,10.35,9.7,7.7,6376000
494,20020204,9.8,9.8,9.45,7.58,11681200
494,20020205,9.5,9.85,9.35,7.7,6100000
494,20020206,9.7,9.95,9.65,7.82,3264000
494,20020207,9.85,9.9,9.4,7.58,7195000
494,20020208,9.7,10.25,9.6,7.98,12710000
494,20020211,10.3,10.5,10.15,8.25,6480000
494,20020212,10.5,10.5,10.5,8.25,0
494,20020213,10.5,10.5,10.5,8.25,0
494,20020214,10.5,10.5,10.5,8.25,0
494,20020215,10.8,10.95,10.6,8.57,16206500
494,20020218,10.7,10.9,10.65,8.53,8441500
494,20020219,10.8,10.8,10.4,8.37,5661500
494,20020220,10.65,11.05,10.6,8.65,7212000
