labels 1 0 -1
-1 -1 4.18103794940235E-05 0.142023906139688 0.857934283480818 
-1 -1 0.000190630065300623 0.399033251088165 0.600776118846535 
-1 0 0.000140181087314894 0.707391718398393 0.292468100514292 
-1 0 0.000739822682239881 0.854107347970064 0.145152829347696 
-1 0 0.00165997825926009 0.951316558903336 0.047023462837404 
-1 0 0.000474976275885656 0.97507617234743 0.0244488513766844 
0 0 0.00615366957633704 0.989730623125905 0.00411570729775803 
0 0 0.014194766383339 0.984654180448383 0.00115105316827741 
-1 0 0.0197801861945416 0.978614493322438 0.00160532048302045 
-1 0 0.0151254434728615 0.982677328567179 0.00219722795995992 
-1 0 0.0132508239250936 0.984826368101524 0.0019228079733822 
-1 0 0.00903802885444827 0.989919345918879 0.00104262522667243 
-1 0 0.0102111651643178 0.989533664159466 0.000255170676216771 
-1 0 0.00561762317165844 0.994286946947181 9.54298811599307E-05 
-1 0 0.00136914887244825 0.998621615119841 9.23600771112422E-06 
-1 0 2.0999789741834E-07 0.999999438523832 3.51478270782397E-07 
0 0 0.0139271139068785 0.985619512007921 0.000453374085200709 
0 0 0.0152016203767311 0.984182866575123 0.000615513048146257 
0 0 0.00813171795435226 0.991600482907971 0.000267799137676636 
0 0 0.00162502113114591 0.998344139921151 3.08389477029962E-05 
0 0 1.01894722309765E-07 0.999999676557665 2.21547612941922E-07 
0 0 3.25617425826067E-09 0.999999892854326 1.03889499893918E-07 
0 0 2.04453081141323E-09 0.999999895512804 1.0244266529966E-07 
0 1 0.636082851096591 0.307343176231382 0.0565739726720273 
0 1 0.672366996802819 0.278515674242287 0.0491173289548937 
-1 0 0.0211271557957196 0.975828465937412 0.0030443782668687 
-1 0 0.00508600071650391 0.994293588904356 0.000620410379140244 
-1 0 2.12333356542639E-06 0.999995342997918 2.53366851694972E-06 
-1 0 2.00767218540174E-07 0.999999463396608 3.3583617384625E-07 
-1 0 1.65012264502322E-09 0.999999896387525 1.01962352391418E-07 
0 0 0.144059900007348 0.816292712299709 0.0396473876929426 
0 0 0.101472232843657 0.874865710873823 0.0236620562825203 
0 1 0.623883723248533 0.324112204575343 0.0520040721761242 
0 1 0.839028897646021 0.134827627867867 0.0261434744861122 
1 1 0.852665722777951 0.124016009918987 0.0233182673030624 
1 1 0.867135861052046 0.112863405546586 0.0200007334013683 
1 1 0.881528617375029 0.101950533463271 0.0165208491616999 
1 1 0.735871065778023 0.237258064720111 0.0268708695018662 
1 1 0.906700022308373 0.0811496520801467 0.0121503256114802 
1 1 0.9195224718853 0.0701832064937622 0.0102943216209377 
1 1 0.935531781319895 0.0564218515111455 0.00804636716895939 
1 1 0.836782594054899 0.150781023877048 0.0124363820680528 
1 0 0.387530356603446 0.595267790702972 0.0172018526935823 
1 0 0.0682680394637097 0.927754913895298 0.00397704664099233 
1 0 0.00312451350912861 0.996365935686272 0.000509550804599339 
1 0 5.73375911867253E-07 0.999998918377397 5.08246691597419E-07 
1 0 1.19477592492559E-07 0.999999689707049 1.90815358239465E-07 
1 1 0.969310478323411 0.0284399992019513 0.00224952247463791 
1 1 0.569809611371432 0.412804782885554 0.0173856057430141 
1 1 0.847358519090471 0.149059565289478 0.00358191562005213 
1 1 0.962747648913034 0.0364252134455048 0.00082713764146107 
1 1 0.992701089322839 0.00704352923762347 0.000255381439537425 
1 1 0.982197312139763 0.0175669616727734 0.00023572618746319 
1 1 0.996724275053308 0.00317960538552407 9.61195611678214E-05 
1 1 0.990796041001739 0.00912750329443114 7.64557038302903E-05 
0 1 0.976186137120505 0.02378768843146 2.61744480347346E-05 
0 1 0.788694757903232 0.211266805462059 3.84366347092563E-05 
0 0 0.187557299340505 0.812412586142495 3.01145170000641E-05 
1 0 0.0167722594899716 0.983211436026328 1.63044837001421E-05 
0 0 1.7409524374373E-09 0.999999896170969 1.02088078936351E-07 
0 0 1.72178814826593E-11 0.999999899962127 1.00020654908527E-07 
0 0 0.0181920583134945 0.980989723451634 0.000818218234871829 
0 0 0.0265205952474459 0.971378124967231 0.00210127978532297 
0 0 0.0548024012057711 0.935540241751464 0.00965735704276451 
0 0 0.152635350287072 0.805990223396855 0.0413744263160724 
0 0 0.154779384085171 0.806342521169418 0.0388780947454117 
0 1 0.731085833385661 0.218677265808365 0.0502369008059733 
0 1 0.481176801672712 0.444758877009471 0.0740643213178168 
0 0 0.130100836044741 0.838262610888045 0.0316365530672141 
0 0 0.0134918773848465 0.984101832566304 0.00240629004884917 
0 0 0.00103299471413621 0.998876889762162 9.01155237012422E-05 
0 0 3.12676889930175E-08 0.999999831851685 1.3688062554556E-07 
-1 0 4.1983044824868E-09 0.999999890800682 1.05001013306993E-07 
-1 0 7.75761477339825E-10 0.999999898293956 1.00930282864675E-07 
0 0 9.08756697609502E-12 0.99999989998002 1.0001089205805E-07 
-1 0 9.22678612002241E-12 0.999999899979714 1.0001105882536E-07 
-1 0 8.08226645041266E-10 0.999999898222342 1.00969431769369E-07 
0 0 0.0268643539913592 0.971372557876475 0.00176308813216626 
0 0 0.0412314122533244 0.953929917375333 0.00483867037134254 
0 0 0.0237359347127923 0.973523516893025 0.00274054839418307 
0 0 0.00560832202286256 0.993816787112298 0.00057489086483918 
0 0 0.000966931255963121 0.998966698435783 6.63703082534444E-05 
0 0 3.62230247059386E-07 0.999999114036672 5.23733080713976E-07 
0 0 3.80791624589684E-09 0.99999989167746 1.04514624251433E-07 
0 0 5.22270885279568E-10 0.999999898856649 1.00621079782878E-07 
0 0 1.2965598824059E-09 0.999999897151011 1.01552429229512E-07 
