labels 0 1 -1
-1 -1 3.33333459618317E-14 1.66666763250081E-14 0.99999999999995 
-1 -1 3.33333425751961E-14 1.66666725368619E-14 0.99999999999995 
-1 -1 3.33333415741368E-14 1.66666714171199E-14 0.99999999999995 
-1 -1 3.33333407776179E-14 1.66666705261681E-14 0.99999999999995 
-1 -1 3.33333413066839E-14 1.66666711179586E-14 0.99999999999995 
-1 -1 3.3333341553826E-14 1.66666713944012E-14 0.99999999999995 
-1 -1 3.33333417148801E-14 1.66666715745494E-14 0.99999999999995 
-1 -1 3.33333447914346E-14 1.66666750158517E-14 0.99999999999995 
-1 -1 3.33333494900661E-14 1.66666802715422E-14 0.99999999999995 
-1 -1 3.33334379118279E-14 1.66667791768676E-14 0.99999999999995 
-1 -1 1.98091583506369E-13 9.90621579055067E-14 0.999999999999703 
-1 -1 3.33374013453817E-14 1.66712134698633E-14 0.99999999999995 
-1 -1 2.56538666778447E-13 1.28291785076955E-13 0.999999999999615 
-1 -1 3.33395595000549E-14 1.66736287907241E-14 0.99999999999995 
-1 -1 3.33426973502655E-14 1.66771415239796E-14 0.99999999999995 
-1 -1 3.33470778457345E-14 1.66820472988118E-14 0.99999999999995 
-1 -1 3.33462833425784E-14 1.66811573566631E-14 0.99999999999995 
-1 -1 5.02856605471137E-14 2.51753369610939E-14 0.999999999999925 
-1 -1 9.76618301294886E-14 4.89183969328776E-14 0.999999999999853 
-1 -1 2.07223829541552E-13 1.03849632940001E-13 0.999999999999689 
-1 -1 4.91600078367166E-13 2.46520257528406E-13 0.999999999999262 
-1 -1 7.19129748823074E-13 3.60704950764476E-13 0.99999999999892 
-1 -1 1.0058624376705E-12 5.04730279836442E-13 0.999999999998489 
-1 -1 1.43167881373677E-12 7.18722326465392E-13 0.99999999999785 
-1 -1 2.0195475434141E-12 1.01424960339404E-12 0.999999999996966 
-1 -1 2.91336552811543E-12 1.46374446717765E-12 0.999999999995623 
-1 -1 4.50272366094933E-12 2.26314689840999E-12 0.999999999993234 
-1 -1 7.40373950878057E-12 3.72396151507904E-12 0.999999999988872 
-1 -1 1.35242419296829E-11 6.80567831491343E-12 0.99999999997967 
-1 -1 2.37730813414603E-11 1.19648153138504E-11 0.999999999964262 
-1 -1 3.85656447254093E-11 1.94167411521339E-11 0.999999999942017 
-1 -1 6.27375268236242E-11 3.16046720172543E-11 0.999999999905658 
-1 -1 1.0006581547463E-10 5.04471118114357E-11 0.999999999849487 
-1 -1 1.53012852149287E-10 7.7233701299568E-11 0.999999999769753 
-1 -1 7.01534115933083E-11 3.56559261000536E-11 0.999999999894191 
-1 -1 1.09309290392323E-10 5.72453567262993E-11 0.999999999833445 
-1 -1 3.6722907820657E-09 1.87442365596416E-09 0.999999994453286 
-1 -1 4.67839213318365E-09 2.38972493276161E-09 0.999999992931883 
-1 -1 5.64485769337217E-09 2.88579385135228E-09 0.999999991469348 
-1 -1 6.43226283943887E-09 3.29063922057966E-09 0.999999990277098 
-1 -1 8.01050149902635E-09 4.10214260277529E-09 0.999999987887356 
-1 -1 9.60316363566434E-09 4.92541870348012E-09 0.999999985471418 
-1 -1 1.09910214590691E-08 5.64647145810276E-09 0.999999983362507 
-1 -1 1.20867732384736E-08 6.21994411338516E-09 0.999999981693283 
-1 -1 1.28486541167657E-08 6.62751063600084E-09 0.999999980523835 
-1 -1 1.45024531836957E-08 7.50378708167574E-09 0.99999997799376 
-1 -1 2.02200207506182E-08 1.1027802381259E-08 0.999999968752177 
-1 -1 3.94444733213531E-08 2.47406654871311E-08 0.999999935814861 
-1 -1 0.00215906295460439 0.0001459341138768 0.997695002931519 
-1 -1 1.24259248552199E-06 7.7155429197823E-07 0.999997985853222 
-1 -1 2.4244285401769E-06 1.90061705715239E-06 0.999995674954403 
0 -1 0.147995113758845 0.318590883724486 0.53341400251667 
0 -1 0.0633598174987712 0.249556734658662 0.687083447842566 
0 -1 0.0617527029367069 0.196129689086634 0.742117607976659 
0 1 0.144277019607583 0.738631860986436 0.117091119405981 
0 1 0.115753166249797 0.667427704129106 0.216819129621097 
0 1 0.137475686823974 0.547968365566182 0.314555947609844 
0 1 0.141820697849077 0.432274878455694 0.425904423695229 
0 -1 0.127042016558434 0.321555094756128 0.551402888685438 
0 -1 0.102791451524865 0.233424637614735 0.6637839108604 
0 -1 0.080513560235075 0.162861426132123 0.756625013632802 
0 -1 0.0609454453745122 0.10963983290811 0.829414721717378 
-1 -1 0.0454573529943758 0.071999099602502 0.882543547403122 
-1 -1 0.0333874658725789 0.0438755426808162 0.922736991446605 
-1 -1 0.0245752809373534 0.0264345808721274 0.948990138190519 
-1 -1 0.0179647263879873 0.0162741516711308 0.965761121940882 
-1 -1 0.0128638945263943 0.0118359536664986 0.975300151807107 
-1 -1 0.0124294766365129 0.00728348054894012 0.980287042814547 
-1 -1 0.00892589417360893 0.00320570311847044 0.987868402707921 
1 1 1.37032934104908E-06 0.999921032007624 7.75976630351317E-05 
1 1 0.00174765062922591 0.997977063522252 0.000275285848522385 
0 1 0.00497537880946908 0.993651188109306 0.00137343308122538 
0 1 0.0142800814306725 0.978620524410052 0.00709939415927523 
0 1 0.0357059703777315 0.930372523592597 0.0339215060296716 
0 1 0.0876071604568631 0.741056844783416 0.17133599475972 
0 -1 0.114585356170956 0.423031295474726 0.462383348354318 
0 -1 0.0874176197231482 0.180957795741084 0.731624584535767 
0 -1 0.107818119128624 0.171960336346673 0.720221544524702 
0 -1 0.115443656077854 0.121150539897986 0.763405804024159 
0 -1 0.227002768627547 0.201324184449744 0.571673046922709 
0 -1 0.0746618714877611 0.0299236373577616 0.895414491154477 
0 -1 0.145647123459279 0.054893931904327 0.799458944636394 
0 -1 0.0596231025020764 0.022657845169206 0.917719052328718 
0 -1 0.0650436752217122 0.0223164176987784 0.912639907079509 
-1 -1 0.097056108962077 0.0356181484883721 0.867325742549551 
-1 -1 0.0213490197752521 0.0129084515990886 0.965742528625659 
-1 -1 0.0118154125338566 0.00786288272798377 0.980321704738159 
-1 -1 0.00654051553148665 0.00439202402688818 0.989067460441625 
-1 -1 0.0101812493908317 0.00472916621920682 0.985089584389962 
-1 -1 0.00864001471394526 0.00410578079866952 0.987254204487385 
-1 -1 0.0343689913789948 0.0371296473614428 0.928501361259562 
-1 -1 0.0108637409133412 0.0137434466881235 0.975392812398535 
-1 -1 0.00418828243563904 0.00279366425572165 0.993018053308639 
-1 -1 0.0114107319093105 0.022298407507908 0.966290860582781 
-1 -1 0.0135551140164368 0.0144445349190139 0.972000351064549 
-1 -1 0.00283558674725983 0.00509642743014918 0.992067985822591 
-1 -1 0.00185365743892345 0.0030249687489723 0.995121373812105 
-1 -1 0.00211809686722667 0.00197955768613224 0.995902345446641 
-1 -1 0.00172531234110843 0.000928499998892196 0.997346187659999 
-1 -1 0.0949377612936574 0.229144606524382 0.675917632181961 
-1 -1 0.0377071585715043 0.127878864322478 0.834413977106018 
-1 -1 0.0334120015215568 0.112416225240646 0.854171773237797 
-1 -1 0.0125466868815711 0.0483940116983022 0.939059301420127 
-1 -1 0.00653325018600583 0.0151099023271298 0.978356847486864 
-1 -1 0.0310649191246613 0.0683463648154828 0.900588716059856 
-1 -1 0.0389087301808568 0.14480450913942 0.816286760679723 
-1 -1 0.0373907077619437 0.13910423122208 0.823505061015976 
-1 -1 0.0234139133414658 0.0501635324979175 0.926422554160617 
-1 -1 0.00415702164351345 0.00844010719243382 0.987402871164053 
-1 -1 0.0441241676427192 0.157860525564876 0.798015306792405 
-1 -1 0.0308084835719753 0.0885905598901761 0.880600956537849 
-1 -1 0.00643322199038002 0.0186776887631638 0.974889089246456 
-1 -1 0.131465564048996 0.383318596643222 0.485215839307782 
-1 -1 0.0641136103609542 0.18268286675476 0.753203522884286 
-1 -1 0.129526710296299 0.36312958934926 0.507343700354442 
-1 -1 0.0299407841800605 0.161908296642682 0.808150919177258 
-1 1 0.257785710934547 0.535003982350618 0.207210306714835 
-1 1 0.060552553623141 0.608704543233281 0.330742903143578 
-1 -1 0.0282877326548049 0.173281212566688 0.798431054778508 
